shift_years,is_observed_timing,commodity,index_definition,anchor,horizon_months,outcome,episodes,estimate,standard_error,t_statistic
0,True,Coconut oil,oni,retrospective,6,seasonal_adjusted_log_return,19,0.07772932686881093,0.05524651638584767,1.4069543557450912
0,True,Palm oil,oni,retrospective,6,seasonal_adjusted_log_return,19,0.031004590172492966,0.041976444216180055,0.7386187837354283
0,True,"Rubber, RSS3",oni,retrospective,6,seasonal_adjusted_log_return,19,0.06832147751539328,0.046016217866061575,1.4847260527637265
0,True,Coconut oil,oni,retrospective,6,market_adjusted_log_return,19,0.2407626947825401,0.05374373848589101,4.479827819304866
0,True,Palm oil,oni,retrospective,6,market_adjusted_log_return,19,0.11214739046050418,0.04039916474705003,2.7759828987230053
0,True,"Rubber, RSS3",oni,retrospective,6,market_adjusted_log_return,19,0.16423270620168012,0.04325792651334589,3.796592195675658
0,True,Coconut oil,oni,retrospective,12,seasonal_adjusted_log_return,19,0.2352709396790844,0.07195074302686034,3.2698889515463945
0,True,Palm oil,oni,retrospective,12,seasonal_adjusted_log_return,19,0.1437334266602305,0.05524632658745435,2.6016829631686376
0,True,"Rubber, RSS3",oni,retrospective,12,seasonal_adjusted_log_return,19,0.1739681703734078,0.06336459974282727,2.7455104439936218
0,True,Coconut oil,oni,retrospective,12,market_adjusted_log_return,19,0.526722443369402,0.06730318330322162,7.82611486586533
0,True,Palm oil,oni,retrospective,12,market_adjusted_log_return,19,0.28307805958313564,0.050637659156888365,5.590267486616783
0,True,"Rubber, RSS3",oni,retrospective,12,market_adjusted_log_return,19,0.34560701054539544,0.05705448729327411,6.057490426106019
0,True,Coconut oil,oni,retrospective,18,seasonal_adjusted_log_return,19,0.4579389706567619,0.10588417315661529,4.324904818205604
0,True,Palm oil,oni,retrospective,18,seasonal_adjusted_log_return,19,0.29870681335368937,0.07136010783864977,4.185907538552023
0,True,"Rubber, RSS3",oni,retrospective,18,seasonal_adjusted_log_return,19,0.27348815713881597,0.09084733651832676,3.0104146981088964
0,True,Coconut oil,oni,retrospective,18,market_adjusted_log_return,19,0.8670664264726065,0.09144164604578214,9.482183052987605
0,True,Palm oil,oni,retrospective,18,market_adjusted_log_return,19,0.48548796179468623,0.06027770274404936,8.054188193869313
0,True,"Rubber, RSS3",oni,retrospective,18,market_adjusted_log_return,19,0.5147060431339571,0.08022201426867512,6.416019939491075
0,True,Coconut oil,oni,retrospective,24,seasonal_adjusted_log_return,19,0.5520593733009708,0.10257889605143593,5.381802637300296
0,True,Palm oil,oni,retrospective,24,seasonal_adjusted_log_return,19,0.3088731327890814,0.0806124259331372,3.831582156394496
0,True,"Rubber, RSS3",oni,retrospective,24,seasonal_adjusted_log_return,19,0.23812977917195446,0.08796595675687494,2.7070674605417
0,True,Coconut oil,oni,retrospective,24,market_adjusted_log_return,19,1.069116698217816,0.08942947567466339,11.954858173463624
0,True,Palm oil,oni,retrospective,24,market_adjusted_log_return,19,0.5333237253766671,0.06934979813702184,7.690342866217463
0,True,"Rubber, RSS3",oni,retrospective,24,market_adjusted_log_return,19,0.5433482891930184,0.07590769358260788,7.158013417990498
0,True,Coconut oil,oni,observable,6,seasonal_adjusted_log_return,19,0.15247904311074675,0.04715881798412059,3.2333092649202912
0,True,Palm oil,oni,observable,6,seasonal_adjusted_log_return,19,0.10172683268416165,0.03615279447651443,2.8138027545905313
0,True,"Rubber, RSS3",oni,observable,6,seasonal_adjusted_log_return,19,0.10856821643195669,0.04834702492218876,2.2456028391962035
0,True,Coconut oil,oni,observable,6,market_adjusted_log_return,19,0.30353456111922383,0.04291728662121949,7.072547801033348
0,True,Palm oil,oni,observable,6,market_adjusted_log_return,19,0.17086598857397317,0.029209528087339086,5.849666179579097
0,True,"Rubber, RSS3",oni,observable,6,market_adjusted_log_return,19,0.1976236140292545,0.04299773387733915,4.596140219692065
0,True,Coconut oil,oni,observable,12,seasonal_adjusted_log_return,19,0.3751470740884243,0.09730883886900893,3.855220948565873
0,True,Palm oil,oni,observable,12,seasonal_adjusted_log_return,19,0.2567002193776205,0.06288457443321435,4.082085657592312
0,True,"Rubber, RSS3",oni,observable,12,seasonal_adjusted_log_return,19,0.2080882031973649,0.07281064812395276,2.857936422199069
0,True,Coconut oil,oni,observable,12,market_adjusted_log_return,19,0.6438785442224283,0.08511796152299664,7.5645437543575245
0,True,Palm oil,oni,observable,12,market_adjusted_log_return,19,0.37327589078552376,0.052576048472178,7.099732704009746
0,True,"Rubber, RSS3",oni,observable,12,market_adjusted_log_return,19,0.36672264661781623,0.06354004634643938,5.771519973692408
0,True,Coconut oil,oni,observable,18,seasonal_adjusted_log_return,19,0.469267476732633,0.09928307412020897,4.726560704239053
0,True,Palm oil,oni,observable,18,seasonal_adjusted_log_return,19,0.2668665388130126,0.07895746730902628,3.379877140290503
0,True,"Rubber, RSS3",oni,observable,18,seasonal_adjusted_log_return,19,0.17272982523050334,0.07332792154068525,2.3555805428722802
0,True,Coconut oil,oni,observable,18,market_adjusted_log_return,19,0.8459288159676377,0.08902359119700506,9.502299385964296
0,True,Palm oil,oni,observable,18,market_adjusted_log_return,19,0.4211116543675047,0.06830802116287797,6.164893188215472
0,True,"Rubber, RSS3",oni,observable,18,market_adjusted_log_return,19,0.3953648926768774,0.06306218837634714,6.269444541273923
0,True,Coconut oil,oni,observable,24,seasonal_adjusted_log_return,19,0.40788890621638635,0.08260922684015455,4.937570799514134
0,True,Palm oil,oni,observable,24,seasonal_adjusted_log_return,19,0.232268680798165,0.09031140322404484,2.5718643771036542
0,True,"Rubber, RSS3",oni,observable,24,seasonal_adjusted_log_return,19,0.13214175526839791,0.07364627403446997,1.7942761803068175
0,True,Coconut oil,oni,observable,24,market_adjusted_log_return,19,0.9165500293546877,0.07370663533454824,12.435108795762334
0,True,Palm oil,oni,observable,24,market_adjusted_log_return,19,0.44830499025126436,0.07350186737557711,6.099232662491855
0,True,"Rubber, RSS3",oni,observable,24,market_adjusted_log_return,19,0.43255448281279846,0.06448379293003127,6.707956575726643
1,False,Coconut oil,roni,retrospective,6,seasonal_adjusted_log_return,19,0.1853069617986305,0.05878143717564026,3.15247416025112
1,False,Palm oil,roni,retrospective,6,seasonal_adjusted_log_return,19,0.15375688597350912,0.04646784166771253,3.3088880493527366
1,False,"Rubber, RSS3",roni,retrospective,6,seasonal_adjusted_log_return,19,0.11892985779078581,0.041813072393111925,2.844322384938585
1,False,Coconut oil,roni,retrospective,6,market_adjusted_log_return,19,0.3204083857410366,0.052790417917056215,6.069442114371193
1,False,Palm oil,roni,retrospective,6,market_adjusted_log_return,19,0.20690759039837342,0.04118780357798973,5.023516002900974
1,False,"Rubber, RSS3",roni,retrospective,6,market_adjusted_log_return,19,0.19885351847703206,0.035622543478761745,5.582238073359053
1,False,Coconut oil,roni,retrospective,12,seasonal_adjusted_log_return,19,0.29617646389282204,0.08652566730574567,3.422989652842061
1,False,Palm oil,roni,retrospective,12,seasonal_adjusted_log_return,19,0.1796400857831749,0.07000686569119835,2.566035259678255
1,False,"Rubber, RSS3",roni,retrospective,12,seasonal_adjusted_log_return,19,0.17595254828968918,0.07093892813084988,2.4803384111631512
1,False,Coconut oil,roni,retrospective,12,market_adjusted_log_return,19,0.5446141187018142,0.08131731712472608,6.69739408478608
1,False,Palm oil,roni,retrospective,12,market_adjusted_log_return,19,0.2758782388074687,0.06736878607698642,4.095045418989825
1,False,"Rubber, RSS3",roni,retrospective,12,market_adjusted_log_return,19,0.32297130349230674,0.06582118009335254,4.906799043016922
1,False,Coconut oil,roni,retrospective,18,seasonal_adjusted_log_return,19,0.2686577874791556,0.07665610811191959,3.504714680882434
1,False,Palm oil,roni,retrospective,18,seasonal_adjusted_log_return,19,0.15801008283632995,0.08487498521148311,1.8616802399743106
1,False,"Rubber, RSS3",roni,retrospective,18,seasonal_adjusted_log_return,19,0.07622759410536037,0.06448881882594985,1.1820280708054605
1,False,Coconut oil,roni,retrospective,18,market_adjusted_log_return,19,0.6491790953120024,0.06711889845357887,9.672076125638311
1,False,Palm oil,roni,retrospective,18,market_adjusted_log_return,19,0.3161234794932927,0.07829007195435007,4.037848881753746
1,False,"Rubber, RSS3",roni,retrospective,18,market_adjusted_log_return,19,0.30107201405864853,0.05857564400105766,5.139883977258744
1,False,Coconut oil,roni,retrospective,24,seasonal_adjusted_log_return,19,0.18729191754666855,0.06969440552474523,2.6873307281481855
1,False,Palm oil,roni,retrospective,24,seasonal_adjusted_log_return,19,0.12384928820629908,0.08039740681158246,1.5404637178976364
1,False,"Rubber, RSS3",roni,retrospective,24,seasonal_adjusted_log_return,19,0.09744348163321513,0.07859488701703272,1.2398196031772095
1,False,Coconut oil,roni,retrospective,24,market_adjusted_log_return,19,0.6822020944020469,0.06539660404045339,10.431766364810727
1,False,Palm oil,roni,retrospective,24,market_adjusted_log_return,19,0.3261050384918822,0.07920577273570888,4.117187765846542
1,False,"Rubber, RSS3",roni,retrospective,24,market_adjusted_log_return,19,0.3899855006802463,0.07104312410180376,5.489419357760826
1,False,Coconut oil,roni,observable,6,seasonal_adjusted_log_return,19,0.10185702705254611,0.059155465660342986,1.7218531866080748
1,False,Palm oil,roni,observable,6,seasonal_adjusted_log_return,19,0.0008008937306784796,0.05043296220919932,0.015880362675432757
1,False,"Rubber, RSS3",roni,observable,6,seasonal_adjusted_log_return,19,0.049815414201366905,0.054900379776923934,0.9073783169402705
1,False,Coconut oil,roni,observable,6,market_adjusted_log_return,19,0.23848809949066405,0.05464826492756062,4.364056202091568
1,False,Palm oil,roni,observable,6,market_adjusted_log_return,19,0.055484540773960124,0.047311572994530135,1.1727477499083554
1,False,"Rubber, RSS3",roni,observable,6,market_adjusted_log_return,19,0.13061460862656316,0.05226225116676953,2.499215125842364
1,False,Coconut oil,roni,observable,12,seasonal_adjusted_log_return,19,0.07433835063887963,0.07803595031579244,0.9526167149634299
1,False,Palm oil,roni,observable,12,seasonal_adjusted_log_return,19,-0.020829109216166444,0.07676516247162346,-0.27133544104548735
1,False,"Rubber, RSS3",roni,observable,12,seasonal_adjusted_log_return,19,-0.04990953998296187,0.06239032502446186,-0.7999564029101218
1,False,Coconut oil,roni,observable,12,market_adjusted_log_return,19,0.3430530761008523,0.06525224163112954,5.257337794464271
1,False,Palm oil,roni,observable,12,market_adjusted_log_return,19,0.09572978145978418,0.0661421788478136,1.4473333525956051
1,False,"Rubber, RSS3",roni,observable,12,market_adjusted_log_return,19,0.10871531919290504,0.05574672239068517,1.9501652210331653
1,False,Coconut oil,roni,observable,18,seasonal_adjusted_log_return,19,-0.007027519293607401,0.10112588181591796,-0.06949278629183946
1,False,Palm oil,roni,observable,18,seasonal_adjusted_log_return,19,-0.05498990384619734,0.08506563874064196,-0.6464408503868051
1,False,"Rubber, RSS3",roni,observable,18,seasonal_adjusted_log_return,19,-0.028693652455107143,0.07501188182833565,-0.38252143201489647
1,False,Coconut oil,roni,observable,18,market_adjusted_log_return,19,0.37607607519089664,0.09005172922744506,4.1762226935258004
1,False,Palm oil,roni,observable,18,market_adjusted_log_return,19,0.10571134045837371,0.07561426136996433,1.3980344255583064
1,False,"Rubber, RSS3",roni,observable,18,market_adjusted_log_return,19,0.19762880581450276,0.06758149740234229,2.92430344710967
1,False,Coconut oil,roni,observable,24,seasonal_adjusted_log_return,18,-0.11753300207911627,0.13167879394990975,-0.8925735006642413
1,False,Palm oil,roni,observable,24,seasonal_adjusted_log_return,18,-0.0801074428304176,0.12045055514981014,-0.665064953256414
1,False,"Rubber, RSS3",roni,observable,24,seasonal_adjusted_log_return,18,-0.013483528891422495,0.09724182221727048,-0.13865977193738532
1,False,Coconut oil,roni,observable,24,market_adjusted_log_return,18,0.38258891906890274,0.11942857594058695,3.2034956128023513
1,False,Palm oil,roni,observable,24,market_adjusted_log_return,18,0.12737127532319467,0.10955975883400615,1.1625735277144478
1,False,"Rubber, RSS3",roni,observable,24,market_adjusted_log_return,18,0.28204156631969396,0.08826953549264567,3.1952311150792534
1,False,Coconut oil,oni,retrospective,6,seasonal_adjusted_log_return,19,0.2554278836159399,0.06581815960700098,3.880811696059189
1,False,Palm oil,oni,retrospective,6,seasonal_adjusted_log_return,19,0.19182682801581205,0.04137520377713661,4.636275123841517
1,False,"Rubber, RSS3",oni,retrospective,6,seasonal_adjusted_log_return,19,0.12111409241006343,0.04532718213605596,2.6719969497888116
1,False,Coconut oil,oni,retrospective,6,market_adjusted_log_return,19,0.3876716354705625,0.05903347969191951,6.566979237776947
1,False,Palm oil,oni,retrospective,6,market_adjusted_log_return,19,0.24211370630996387,0.037511277422765936,6.454424454311515
1,False,"Rubber, RSS3",oni,retrospective,6,market_adjusted_log_return,19,0.19940209082832863,0.041326401771868304,4.825053289881762
1,False,Coconut oil,oni,retrospective,12,seasonal_adjusted_log_return,19,0.3495482862601487,0.0723562080554311,4.83093704955302
1,False,Palm oil,oni,retrospective,12,seasonal_adjusted_log_return,19,0.20199314745120409,0.06429059022655075,3.1418773220063687
1,False,"Rubber, RSS3",oni,retrospective,12,seasonal_adjusted_log_return,19,0.08575571444320185,0.05015415559789435,1.7098426525358983
1,False,Coconut oil,oni,retrospective,12,market_adjusted_log_return,19,0.5897219072157718,0.06885914573018012,8.564176929039418
1,False,Palm oil,oni,retrospective,12,market_adjusted_log_return,19,0.2899494698919447,0.06267236467367944,4.626432581595489
1,False,"Rubber, RSS3",oni,retrospective,12,market_adjusted_log_return,19,0.22804433688738976,0.046427100878640895,4.9118797549623245
1,False,Coconut oil,oni,retrospective,18,seasonal_adjusted_log_return,19,0.2881697157439018,0.07156181931018468,4.026864025002359
1,False,Palm oil,oni,retrospective,18,seasonal_adjusted_log_return,19,0.16739528943635654,0.07673657535405543,2.181427678574529
1,False,"Rubber, RSS3",oni,retrospective,18,seasonal_adjusted_log_return,19,0.04516764448109648,0.059138448134063784,0.763761070948358
1,False,Coconut oil,oni,retrospective,18,market_adjusted_log_return,19,0.6603431206028217,0.0661281271345878,9.985813136048042
1,False,Palm oil,oni,retrospective,18,market_adjusted_log_return,19,0.3171428057757045,0.06839521321771072,4.636915229231003
1,False,"Rubber, RSS3",oni,retrospective,18,market_adjusted_log_return,19,0.2652339270233108,0.054232928015525254,4.890643686938354
1,False,Coconut oil,oni,retrospective,24,seasonal_adjusted_log_return,19,0.1748507541575713,0.06838793463284423,2.556748571166775
1,False,Palm oil,oni,retrospective,24,seasonal_adjusted_log_return,19,0.12842141753620928,0.07479759300417797,1.7169191196972882
1,False,"Rubber, RSS3",oni,retrospective,24,seasonal_adjusted_log_return,19,0.03753439537989285,0.06784610139729341,0.5532284774934793
1,False,Coconut oil,oni,retrospective,24,market_adjusted_log_return,19,0.6655882512857346,0.06937912841275232,9.59349398750007
1,False,Palm oil,oni,retrospective,24,market_adjusted_log_return,19,0.3264955021614887,0.07877298220649824,4.144765032579343
1,False,"Rubber, RSS3",oni,retrospective,24,market_adjusted_log_return,19,0.3276880736458552,0.06279444579153978,5.2184244882690605
1,False,Coconut oil,oni,observable,6,seasonal_adjusted_log_return,19,0.15312134303982375,0.038075530356040346,4.0215156980875095
1,False,Palm oil,oni,observable,6,seasonal_adjusted_log_return,19,0.022955821998207476,0.0488156709890416,0.4702551769361261
1,False,"Rubber, RSS3",oni,observable,6,seasonal_adjusted_log_return,19,-0.01094281004492415,0.03589021834250085,-0.3048967253555485
1,False,Coconut oil,oni,observable,6,market_adjusted_log_return,19,0.2869851029620378,0.039809832939425555,7.208899956920515
1,False,Palm oil,oni,observable,6,market_adjusted_log_return,19,0.0748661970734515,0.046672321619356555,1.6040812729230511
1,False,"Rubber, RSS3",oni,observable,6,market_adjusted_log_return,19,0.06827244174202257,0.03656410624692767,1.8671984289991832
1,False,Coconut oil,oni,observable,12,seasonal_adjusted_log_return,19,0.09174277252357686,0.07321047982130582,1.2531371566953962
1,False,Palm oil,oni,observable,12,seasonal_adjusted_log_return,19,-0.011642036016640081,0.0717886095549258,-0.16217107545080262
1,False,"Rubber, RSS3",oni,observable,12,seasonal_adjusted_log_return,19,-0.05153088000702953,0.06235266804289436,-0.8264422618063403
1,False,Coconut oil,oni,observable,12,market_adjusted_log_return,19,0.35760631634908774,0.06622052234849868,5.400234000981045
1,False,Palm oil,oni,observable,12,market_adjusted_log_return,19,0.10205953295721124,0.06215981091843446,1.6418893727191806
1,False,"Rubber, RSS3",oni,observable,12,market_adjusted_log_return,19,0.10546203187794352,0.056247880543237226,1.874951213439515
1,False,Coconut oil,oni,observable,18,seasonal_adjusted_log_return,19,-0.021576189062753687,0.09141249297055805,-0.236031075858558
1,False,Palm oil,oni,observable,18,seasonal_adjusted_log_return,19,-0.050615907916787356,0.07456084551954588,-0.6788537276380344
1,False,"Rubber, RSS3",oni,observable,18,seasonal_adjusted_log_return,19,-0.059164129108233154,0.06612175615256917,-0.8947755254975079
1,False,Coconut oil,oni,observable,18,market_adjusted_log_return,19,0.3628514470320006,0.08766787961891616,4.13893262400415
1,False,Palm oil,oni,observable,18,market_adjusted_log_return,19,0.1114122293429955,0.07326531026600651,1.5206682253646078
1,False,"Rubber, RSS3",oni,observable,18,market_adjusted_log_return,19,0.16791617850048793,0.06020060434183497,2.789277289427452
1,False,Coconut oil,oni,observable,24,seasonal_adjusted_log_return,18,-0.12958803592941967,0.1296752634186518,-0.9993273390241706
1,False,Palm oil,oni,observable,24,seasonal_adjusted_log_return,18,-0.04774662799930393,0.11783776932626025,-0.4051895098854655
1,False,"Rubber, RSS3",oni,observable,24,seasonal_adjusted_log_return,18,-0.011959756875402627,0.08381352820319089,-0.14269482662045127
1,False,Coconut oil,oni,observable,24,market_adjusted_log_return,18,0.37344579298604913,0.12001953514329196,3.111541738102803
1,False,Palm oil,oni,observable,24,market_adjusted_log_return,18,0.16265026876209795,0.11179813534883792,1.4548567223826119
1,False,"Rubber, RSS3",oni,observable,24,market_adjusted_log_return,18,0.2852320437927254,0.07536441517104721,3.7847045339018717
2,False,Coconut oil,roni,retrospective,6,seasonal_adjusted_log_return,19,-0.045860964057391415,0.060396288296439934,-0.7593341470305998
2,False,Palm oil,roni,retrospective,6,seasonal_adjusted_log_return,19,-0.040232311051236175,0.046363251951497084,-0.8677629233886615
2,False,"Rubber, RSS3",roni,retrospective,6,seasonal_adjusted_log_return,19,-0.11742494125923769,0.052524477072054356,-2.235623233300377
2,False,Coconut oil,roni,retrospective,6,market_adjusted_log_return,19,0.11226131982443636,0.05013181977312235,2.2393226563984436
2,False,Palm oil,roni,retrospective,6,market_adjusted_log_return,19,0.035988829106205836,0.04317987822316441,0.8334629597658096
2,False,"Rubber, RSS3",roni,retrospective,6,market_adjusted_log_return,19,-0.024324698088121148,0.04352245128700019,-0.5589000014662947
2,False,Coconut oil,roni,retrospective,12,seasonal_adjusted_log_return,19,-0.1272268339898784,0.10492856366580505,-1.2125090589736158
2,False,Palm oil,roni,retrospective,12,seasonal_adjusted_log_return,19,-0.07439310568126707,0.06896431557435456,-1.0787188281606217
2,False,"Rubber, RSS3",roni,retrospective,12,seasonal_adjusted_log_return,19,-0.09620905373138293,0.06326697898641491,-1.5206835425481837
2,False,Coconut oil,roni,retrospective,12,market_adjusted_log_return,19,0.14528431891448076,0.09292193056901195,1.5635094753716932
2,False,Palm oil,roni,retrospective,12,market_adjusted_log_return,19,0.04597038810479539,0.0613668042051653,0.7491083933767243
2,False,"Rubber, RSS3",roni,retrospective,12,market_adjusted_log_return,19,0.06458878853347656,0.05611529360369376,1.151001525352886
2,False,Coconut oil,roni,retrospective,18,seasonal_adjusted_log_return,18,-0.22586713980540374,0.13837104208571666,-1.632329542372644
2,False,Palm oil,roni,retrospective,18,seasonal_adjusted_log_return,18,-0.1131530023154162,0.10900298418662166,-1.0380725184705897
2,False,"Rubber, RSS3",roni,retrospective,18,seasonal_adjusted_log_return,18,-0.09209678103084329,0.0857824301790521,-1.0736089061432668
2,False,Coconut oil,roni,retrospective,18,market_adjusted_log_return,18,0.16669809055918441,0.12593144677917975,1.323720919775414
2,False,Palm oil,roni,retrospective,18,market_adjusted_log_return,18,0.05703025365470219,0.10097433284399206,0.5647995094239979
2,False,"Rubber, RSS3",roni,retrospective,18,market_adjusted_log_return,18,0.13964128838204287,0.07855137638752956,1.77770644900134
2,False,Coconut oil,roni,retrospective,24,seasonal_adjusted_log_return,18,-0.28383275728054547,0.14882924373937112,-1.907103403532653
2,False,Palm oil,roni,retrospective,24,seasonal_adjusted_log_return,18,-0.16935940330276694,0.11448915976414431,-1.479261474637941
2,False,"Rubber, RSS3",roni,retrospective,24,seasonal_adjusted_log_return,18,-0.043491345790355455,0.09231575093095892,-0.47111511688706026
2,False,Coconut oil,roni,retrospective,24,market_adjusted_log_return,18,0.2531803497227474,0.1362540072205838,1.8581497519766126
2,False,Palm oil,roni,retrospective,24,market_adjusted_log_return,18,0.07508994646983308,0.10447581333119602,0.7187304321986221
2,False,"Rubber, RSS3",roni,retrospective,24,market_adjusted_log_return,18,0.2731493704125849,0.08593225224499638,3.178659505325484
2,False,Coconut oil,roni,observable,6,seasonal_adjusted_log_return,19,-0.09644066787445921,0.07146508205312362,-1.349479565457855
2,False,Palm oil,roni,observable,6,seasonal_adjusted_log_return,19,-0.021229511197977027,0.04963275511342769,-0.42773187080709885
2,False,"Rubber, RSS3",roni,observable,6,seasonal_adjusted_log_return,19,0.011883248666816776,0.04744694750592963,0.25045338618109586
2,False,Coconut oil,roni,observable,6,market_adjusted_log_return,19,0.03566746568068569,0.06594698556053294,0.540850584412936
2,False,Palm oil,roni,observable,6,market_adjusted_log_return,19,0.028921456740501922,0.04235342503002569,0.6828599273848238
2,False,"Rubber, RSS3",roni,observable,6,market_adjusted_log_return,19,0.090093622456192,0.04262959055464244,2.1134057654321206
2,False,Coconut oil,roni,observable,12,seasonal_adjusted_log_return,18,-0.20167721578677872,0.11434280811629713,-1.7637944975223494
