family,commodity,episodes_x,draw_universe_episodes,bootstrap_mean_log_return,median_return,positive_share,log_mean_direction,log_sign_agreement,standard_error,t_statistic,confidence_level,ci_lower,ci_upper,log_mean_bootstrap_p_value,bootstrap_p_value_method,centered_p_value,studentized_p_value,studentized_ci_lower,studentized_ci_upper,studentized_valid_replicates,studentized_status,index_definition,anchor_type,direction,episodes_y,arithmetic_mean_return,mean_log_return,geometric_equivalent_return,jensen_gap,jensen_share_of_arithmetic_mean,time_spearman_rho,time_spearman_p_value,log_mean_bh_q_value,reject_log_mean_fdr,time_trend_bh_q_value,reject_time_trend_fdr,reject_log_mean_raw,reject_time_trend_raw
candidates,"Rubber, RSS3",17,17,-0.01398839682418794,-0.11042637627338317,0.35294117647058826,negative,True,0.07065762158632323,-0.1979743516712936,0.95,-0.138347382919875,0.1277681793432228,0.8452154784521548,studentized,0.8398160183981602,0.8452154784521548,-0.1336655827266516,0.19806918797321738,10000,estimated,oni,observable,cold,17,0.03152604472002604,-0.013988396824187942,-0.013891013807582942,0.04541705852760898,1.4406202532206351,0.12745098039215688,0.6259301508467394,0.9261832437445912,False,0.9404583435037518,False,,
candidates,"Shrimps, Mexican",17,17,-0.053552661716703163,-0.10957717678442844,0.35294117647058826,negative,True,0.04661194661657772,-1.1489042102707838,0.95,-0.1394666110590763,0.03978871500334797,0.2663733626637336,studentized,0.23447655234476553,0.2663733626637336,-0.1436159429420335,0.06809319552873538,10000,estimated,oni,observable,cold,17,-0.034934791915668575,-0.05355266171670318,-0.05214397603595322,0.017209184120284646,-0.49260874837402907,-0.37990196078431376,0.13254890262758853,0.5837063352488281,False,0.7473618482582888,False,,
candidates,Sorghum,15,17,-0.0492418497483208,-0.08714923699291802,0.3333333333333333,negative,True,0.04882427379084381,-1.0085526301787062,0.95,-0.14143339291154908,0.04301502303346281,0.3301669833016698,studentized,0.29387061293870614,0.3301669833016698,-0.15092951402310273,0.05722956281243552,10000,estimated,oni,observable,cold,15,-0.031931255486726685,-0.0492418497483208,-0.048049127223156934,0.01611787173643025,-0.5047678674310251,-0.125,0.6571356681869506,0.5837063352488281,False,0.9404583435037518,False,,
candidates,Soybeans,17,17,-0.023892963914215064,0.024466470659201555,0.5294117647058824,negative,False,0.03654071760811197,-0.6538723232110492,0.95,-0.09215970992656174,0.0466880505412252,0.5157484251574842,studentized,0.5028497150284972,0.5157484251574842,-0.10136397181753565,0.056172017423506124,10000,estimated,oni,observable,cold,17,-0.013062745295093062,-0.023892963914215064,-0.0236097868483931,0.010547041553300038,-0.8074138563554453,0.14215686274509806,0.586262862651232,0.6727153371619359,False,0.9404583435037518,False,,
candidates,"Sugar, world",17,17,0.10389424562764853,-0.009607420261990726,0.4117647058823529,positive,False,0.13083737158382946,0.7940716354201744,0.95,-0.13724291520933735,0.3645915327348406,0.4316568343165683,studentized,0.41485851414858516,0.4316568343165683,-0.1549237918745292,0.41744114984064284,10000,estimated,oni,observable,cold,17,0.28368258768383053,0.10389424562764853,0.109483116020572,0.17419947166325855,0.614064730181491,-0.13235294117647062,0.6125925983674195,0.6474852514748525,False,0.9404583435037518,False,,
candidates,"Tea, avg 3 auctions",17,17,0.030672833936799676,0.05754675436288616,0.5882352941176471,positive,True,0.04530478661147472,0.6770329634226975,0.95,-0.05762113559725998,0.11209293702501306,0.5034496550344966,studentized,0.47515248475152483,0.5034496550344966,-0.07562580858466066,0.11438987554761783,10000,estimated,oni,observable,cold,17,0.0475662773820916,0.030672833936799676,0.03114809203283153,0.016418185349260067,0.34516439487949946,-0.022058823529411766,0.9330304490530753,0.6727153371619359,False,0.9404583435037518,False,,
candidates,"Tobacco, US import u.v.",17,17,0.046078778658937794,0.009839592043302273,0.5294117647058824,positive,True,0.025331701310662282,1.8190163421650218,0.95,-0.00013371360941899648,0.09591086249809536,0.0902909709029097,studentized,0.059394060593940604,0.0902909709029097,-0.0023735437422796185,0.10909541771300225,10000,estimated,oni,observable,cold,17,0.05264272621961183,0.046078778658937794,0.04715690132403804,0.005485824895573789,0.10420860182446379,-0.4068627450980392,0.10506394931043998,0.30096990300969906,False,0.7473618482582888,False,,
candidates,Urea,17,17,0.22557533489728399,0.28977779867608394,0.7647058823529411,positive,True,0.1081143413028901,2.086451549154968,0.95,0.018776638072850693,0.42869905412279197,0.05649435056494351,studentized,0.030796920307969204,0.05649435056494351,-0.02911541112119459,0.43720129630803084,10000,estimated,oni,observable,cold,17,0.36976630126798965,0.22557533489728404,0.25304342845872985,0.1167228728092598,0.31566660457969753,-0.058823529411764705,0.8225588681711513,0.2421186452783293,False,0.9404583435037518,False,,
candidates,"Wheat, US HRW",17,17,-0.11251984774197737,-0.09991171087854307,0.23529411764705882,negative,True,0.04295965871194233,-2.6191978967164853,0.95,-0.19222554362239644,-0.03068457700811236,0.016998300169983,studentized,0.006799320067993201,0.016998300169983,-0.2034509137000939,-0.02523417764001082,10000,estimated,oni,observable,cold,17,-0.09310301137255576,-0.11251984774197737,-0.1064203886050539,0.013317377232498137,-0.14303916743582085,0.25000000000000006,0.3331701359154762,0.234976502349765,False,0.9404583435037518,False,,
controls,Gold,17,17,0.06921512898703247,0.0281845092932891,0.5882352941176471,positive,True,0.04404260052933354,1.5715495487359643,0.95,-0.014355505614575223,0.15435367433707897,0.14428557144285573,studentized,0.10898910108989102,0.14428557144285573,-0.022684396637391135,0.16540206715709876,10000,estimated,oni,observable,cold,17,0.08851996269347107,0.06921512898703248,0.07166673092975982,0.016853231763711243,0.1903890518127645,0.2524509803921569,0.32829422956501814,,,,,False,False
controls,Platinum,17,17,-0.007238377037260002,0.016835322944276573,0.5294117647058824,negative,False,0.03519983575179639,-0.2056366708157324,0.95,-0.0747789201449388,0.057207727705044356,0.8346165383461653,studentized,0.83001699830017,0.8346165383461653,-0.08798849021997514,0.0635594542717861,10000,estimated,oni,observable,cold,17,0.0025456921999549185,-0.0072383770372600005,-0.007212243080022002,0.00975793527997692,3.8331166981419527,0.14215686274509806,0.586262862651232,,,,,False,False
controls,Silver,17,17,0.10004718613278785,0.10487038266875241,0.7058823529411765,positive,True,0.04960108429484261,2.0170362715879273,0.95,0.0013271507781381976,0.19193295879282926,0.0643935606439356,studentized,0.03949605039496051,0.0643935606439356,-0.01667926732333691,0.19688444063621008,10000,estimated,oni,observable,cold,17,0.12649071303862908,0.10004718613278785,0.10522306804770928,0.021267644990919793,0.168136019475397,0.22058823529411767,0.3948890883363402,,,,,False,False
candidates,"Banana, US",17,17,-0.06750838481905048,-0.010321181574477265,0.47058823529411764,negative,True,0.07287128803888396,-0.9264058127122463,0.95,-0.21411990396629954,0.06726858772572744,0.37736226377362264,studentized,0.3528647135286471,0.37736226377362264,-0.25678918877769413,0.07210974170095456,10000,estimated,oni,observable,warm,17,-0.02738621542033096,-0.0675083848190505,-0.0652801168739133,0.037893901453582346,-1.3836852179819887,-0.232843137254902,0.368459654854376,0.4717028297170283,False,0.915106662996154,False,,
candidates,Barley,15,17,0.2195097586712172,0.19615677806918566,0.8666666666666667,positive,True,0.054494756360851535,4.0280895508124654,0.95,0.11943350173278225,0.32834709709614857,0.0028997100289971,studentized,9.999000099990002e-05,0.0028997100289971,0.1139429328269729,0.3544816368961059,10000,estimated,oni,observable,warm,15,0.272526246578878,0.2195097586712172,0.2454660019896437,0.027060244589234284,0.09929408608870327,-0.07857142857142857,0.7807545523090464,0.0144985501449855,True,0.915106662996154,False,,
candidates,Beef **,17,17,0.08074652922641817,0.04840090196474516,0.6470588235294118,positive,True,0.05727951086823522,1.4096930648057744,0.95,-0.024521398855011783,0.1961610718207662,0.1795820417958204,studentized,0.14978502149785022,0.1795820417958204,-0.03200083736396876,0.21742463864571085,10000,estimated,oni,observable,warm,17,0.11410271211864208,0.0807465292264182,0.08409607506783832,0.030006637050803753,0.26297917458441616,-0.4093137254901961,0.10278434681514409,0.24727961986410057,False,0.915106662996154,False,,
candidates,Chicken **,17,17,-0.016437304616510235,0.02804966264251275,0.6470588235294118,negative,False,0.023567769153339458,-0.6974484733605402,0.95,-0.06274957934532836,0.025458152568381485,0.48075192480751927,studentized,0.47055294470552944,0.48075192480751927,-0.07852880478571019,0.02692052247244527,10000,estimated,oni,observable,warm,17,-0.012024695114814271,-0.016437304616510235,-0.016302949278768953,0.004278254163954682,-0.35578899282726323,-0.28921568627450983,0.2602032490665049,0.5150913480080563,False,0.915106662996154,False,,
candidates,"Coal, Australian",16,17,-0.11399059900726478,-0.20029522362580987,0.1875,negative,True,0.07187488086085525,-1.5859587889674922,0.95,-0.24402883650651142,0.031235257158678587,0.14228577142285773,studentized,0.101989801019898,0.14228577142285773,-0.24874997615080607,0.07548704600895494,10000,estimated,oni,observable,warm,16,-0.07021974985117319,-0.1139905990072648,-0.1077336559676021,0.03751390611642891,-0.5342358267572517,0.5529411764705882,0.026314499870666506,0.21342865713428658,False,0.7894349961199951,False,,
candidates,Cocoa,17,17,0.162834135128387,0.09257857171871597,0.6470588235294118,positive,True,0.08220563434779339,1.98081477529232,0.95,0.019251950941608788,0.32885613297525795,0.08919108089191082,studentized,0.038896110388961104,0.08919108089191082,0.022706848131954144,0.42743045406531477,10000,estimated,oni,observable,warm,17,0.25194253315369336,0.16283413512838701,0.17684147683897272,0.07510105631472064,0.29808804164442726,0.26960784313725494,0.2953357994714052,0.166218672250422,False,0.915106662996154,False,,
candidates,Coconut oil,17,17,0.766548649604979,0.7027530365652576,1.0,positive,True,0.09488225031266613,8.078946769063402,0.95,0.5927991428301675,0.9556121535443839,9.999000099990002e-05,studentized,9.999000099990002e-05,9.999000099990002e-05,0.5875514186340443,0.9958923102326813,10000,estimated,oni,observable,warm,17,1.3303084104245446,0.7665486496049791,1.1523249922587944,0.17798341816575025,0.13379109443422219,0.1519607843137255,0.5604155062809044,0.0014998500149985003,True,0.915106662996154,False,,
candidates,"Coffee, Arabica",17,17,0.27589371861958845,0.3319183951971366,0.8235294117647058,positive,True,0.06742288833265189,4.091989018007959,0.95,0.14885549421042135,0.40009946478353164,0.0017998200179982,studentized,9.999000099990002e-05,0.0017998200179982,0.12640580482090105,0.40975747763467835,10000,estimated,oni,observable,warm,17,0.3651980409196985,0.2758937186195885,0.3177078087799065,0.04749023213979198,0.13003966839524847,0.28186274509803927,0.2730598973799546,0.010798920107989201,True,0.915106662996154,False,,
candidates,"Coffee, Robusta",17,17,0.2838567616797474,0.28685801724680615,0.8823529411764706,positive,True,0.07448830068965927,3.8107563073881936,0.95,0.14564701648202116,0.42066205386339917,0.0007999200079992001,studentized,9.999000099990002e-05,0.0007999200079992001,0.12384667625612797,0.4342228221578094,10000,estimated,oni,observable,warm,17,0.38721948250449595,0.2838567616797474,0.32824266187844775,0.0589768206260482,0.15230850535874943,0.24754901960784317,0.33808764785888096,0.007999200079992002,True,0.915106662996154,False,,
candidates,"Cotton, A Index",17,17,0.11898054258013377,0.044422878036381404,0.5882352941176471,positive,True,0.07407331063381688,1.606253879596618,0.95,-0.011173284034973498,0.2665303515087793,0.1341865813418658,studentized,0.0903909609039096,0.1341865813418658,-0.012819350108056654,0.32171636446833135,10000,estimated,oni,observable,warm,17,0.18177184336300847,0.11898054258013377,0.12634800224914355,0.05542384111386492,0.3049088356505272,0.09803921568627452,0.7081513097186048,0.21187354948715653,False,0.915106662996154,False,,
candidates,DAP,17,17,0.2809540093904005,0.2335077413257233,0.8823529411764706,positive,True,0.0700991657973253,4.007950825017102,0.95,0.15822633987502066,0.42118696082452933,0.0105989401059894,studentized,0.00019998000199980003,0.0105989401059894,0.16126934645075325,0.4953153967905133,10000,estimated,oni,observable,warm,17,0.3838084769076592,0.28095400939040044,0.32439269290730444,0.05941578400035474,0.15480581481437586,0.1985294117647059,0.44495054367880854,0.028906200289062,True,0.915106662996154,False,,
candidates,Fish meal,13,17,0.09432319920724846,0.020611832207234934,0.5384615384615384,positive,True,0.05060970500499406,1.8637373839254912,0.95,0.0002845936967910141,0.19374403510194,0.09419058094190581,studentized,0.0560943905609439,0.09419058094190581,-0.005793389823361347,0.2279775215096514,10000,estimated,oni,observable,warm,13,0.11630478811489572,0.09432319920724846,0.09891485693887843,0.017389931176017295,0.14952033753621602,-0.4010989010989011,0.17435746494503296,0.166218672250422,False,0.915106662996154,False,,
candidates,Groundnut oil **,17,17,0.1262218242281004,0.002361302765294282,0.5882352941176471,positive,True,0.07709482666961201,1.637228199098507,0.95,-0.012337911331881828,0.27339593570601184,0.12018798120187982,studentized,0.08639136086391361,0.12018798120187982,-0.017008782451790022,0.31628431476841207,10000,estimated,oni,observable,warm,17,0.1928381318775938,0.12622182422810038,0.13453380745825344,0.05830432441934036,0.3023485233529938,-0.08333333333333334,0.750504450153402,0.20031330200313302,False,0.915106662996154,False,,
candidates,Lamb **,16,17,0.04464147673388496,0.04223485368962439,0.6875,positive,True,0.05371264377374175,0.8311167277844669,0.95,-0.053140956770869566,0.15278744971408295,0.42655734426557346,studentized,0.39266073392660733,0.42655734426557346,-0.055621155534956494,0.17719465400528844,10000,estimated,oni,observable,warm,16,0.06992783879825581,0.044641476733884966,0.0456529018035538,0.024274936994702012,0.3471426746754755,-0.049999999999999996,0.8540995521297438,0.5118688131186881,False,0.915106662996154,False,,
candidates,"Logs, Malaysian",17,17,0.21259639867405375,0.16868658035647918,0.9411764705882353,positive,True,0.06002901286020781,3.5415607977618473,0.95,0.11156877872434486,0.33722729895285347,0.008399160083991601,studentized,0.0011998800119988001,0.008399160083991601,0.11465182252024107,0.38683738354133573,10000,estimated,oni,observable,warm,17,0.27862551159533056,0.21259639867405378,0.2368853419253826,0.04174016966994795,0.1498074222670982,-0.3088235294117647,0.22778565332325174,0.027997200279972004,True,0.915106662996154,False,,
candidates,Maize,17,17,0.20077240247252306,0.1658003626465971,0.8235294117647058,positive,True,0.056612617674533426,3.546424997105166,0.95,0.09602361789582944,0.30963906584970263,0.006099390060993901,studentized,0.00039996000399960006,0.006099390060993901,0.08820342339080889,0.33179598455839643,10000,estimated,oni,observable,warm,17,0.25455490020354965,0.20077240247252304,0.22234653711219526,0.032208363091354386,0.12652815980206872,-0.16666666666666669,0.5226031535880373,0.02614024311854529,True,0.915106662996154,False,,
candidates,"Natural gas, Europe",17,17,-0.1293043586366546,-0.10621082137863436,0.29411764705882354,negative,True,0.06784226868702928,-1.9059556989929527,0.95,-0.25666490035530526,0.0003098020267240819,0.0724927507249275,studentized,0.04889511048895111,0.0724927507249275,-0.2797042196366668,0.007381639119494271,10000,estimated,oni,observable,warm,17,-0.08831129315355996,-0.12930435863665457,-0.12129351706483897,0.032982223911279016,-0.3734768536785882,0.14950980392156862,0.5668307307163287,0.14858514148585142,False,0.915106662996154,False,,
candidates,"Natural gas, US",17,17,-0.0763187408328968,-0.052291076767087996,0.47058823529411764,negative,True,0.05589733134765207,-1.3653378254899913,0.95,-0.18658098758085512,0.026067720864497906,0.18958104189581043,studentized,0.1601839816018398,0.18958104189581043,-0.2117666555097082,0.031209569328347134,10000,estimated,oni,observable,warm,17,-0.0510927273939342,-0.0763187408328968,-0.07347916053496124,0.02238643314102704,-0.43815302652417787,-0.14950980392156862,0.5668307307163287,0.24727961986410057,False,0.915106662996154,False,,
candidates,Orange,17,17,-0.0317159126585293,-0.054116467845632094,0.4117647058823529,negative,True,0.07562439086139149,-0.41938734708832176,0.95,-0.17034708078508637,0.11370155131738861,0.6804319568043196,studentized,0.6683331666833316,0.6804319568043196,-0.18178773474526827,0.1386444943235967,10000,estimated,oni,observable,warm,17,0.01555868168903171,-0.0317159126585293,-0.031218238375040584,0.046776920064072296,3.006483518269307,-0.06862745098039216,0.7935424429160596,0.7038951277286064,False,0.915106662996154,False,,
candidates,Palm oil,17,17,0.47497752546951433,0.49047512951323585,1.0,positive,True,0.05860761726852092,8.104365057076501,0.95,0.3640489890478888,0.584025601111052,9.999000099990002e-05,studentized,9.999000099990002e-05,9.999000099990002e-05,0.3468573112977308,0.5903510382954288,10000,estimated,oni,observable,warm,17,0.6516714497048576,0.47497752546951433,0.6079780585277845,0.04369339117707305,0.06704818999951864,0.17892156862745098,0.4920209629048917,0.0014998500149985003,True,0.915106662996154,False,,
candidates,"Rice, Thai 5%",17,17,0.254293093295781,0.20265862671551424,0.8235294117647058,positive,True,0.09271023486701171,2.7428804776576388,0.95,0.08883194163710505,0.4454368065513644,0.0387961203879612,studentized,0.0052994700529947,0.0387961203879612,0.09335092812416726,0.5447840130206321,10000,estimated,oni,observable,warm,17,0.3974080267144618,0.254293093295781,0.28954970725845636,0.10785831945600544,0.27140448155442465,-0.11519607843137256,0.659750043107423,0.08952950858760277,False,0.915106662996154,False,,
