index_definition,anchor_type,direction,family,commodity,episodes,draw_universe_episodes,mean_return,median_return,positive_share,return_direction,sign_agreement,standard_error,t_statistic,confidence_level,ci_lower,ci_upper,bootstrap_p_value,bootstrap_p_value_method,centered_p_value,studentized_p_value,studentized_ci_lower,studentized_ci_upper,studentized_valid_replicates,studentized_status,bootstrap_bh_q_value,reject_bootstrap_fdr,reject_bootstrap_raw
roni,retrospective,warm,candidates,DAP,16,16,0.23310204872805484,0.10073923950209607,0.625,positive,True,0.1057947611313732,2.2033420770107393,0.95,0.039651358256501935,0.44529537030977917,0.06259374062593741,studentized,0.022797720227977204,0.06259374062593741,0.044462466792646815,0.5462447510169398,10000,estimated,0.12518748125187482,False,
roni,retrospective,warm,candidates,Fish meal,13,16,0.17044556227907967,0.04020314329132613,0.5384615384615384,positive,True,0.0734765482961136,2.3197273991720033,0.95,0.03658142199538998,0.3127502638638232,0.04739526047395261,studentized,0.014698530146985302,0.04739526047395261,0.029074382843301327,0.36517757037228393,10000,estimated,0.11848815118488153,False,
roni,retrospective,warm,candidates,Groundnut oil **,16,16,0.13993956011008596,0.047085142284499004,0.5625,positive,True,0.08966938348272162,1.5606169539132706,0.95,-0.01609994423547118,0.3237828084679736,0.15478452154784522,studentized,0.10468953104689531,0.15478452154784522,-0.015378602374096745,0.4045705565131548,10000,estimated,0.257974202579742,False,
roni,retrospective,warm,candidates,Lamb **,16,16,-0.043987216938614675,-0.06229102673451142,0.375,negative,True,0.052289378924306726,-0.8412266093710898,0.95,-0.13823055021535208,0.06258634642695084,0.41785821417858215,studentized,0.38216178382161786,0.41785821417858215,-0.13814497923029243,0.09239730209543393,10000,estimated,0.5540315533664024,False,
roni,retrospective,warm,candidates,"Logs, Malaysian",16,16,0.14252471469500158,0.1540853053479958,0.75,positive,True,0.064519064757253,2.2090325585350254,0.95,0.02165235759849552,0.2689157969024702,0.041495850414958506,studentized,0.025797420257974202,0.041495850414958506,0.009859315156348997,0.2841030753247522,10000,estimated,0.11317050113170501,False,
roni,retrospective,warm,candidates,Maize,16,16,0.11862493913318214,0.15722753324562377,0.75,positive,True,0.06485972051557096,1.828946196348529,0.95,-0.008128782349166032,0.23776490546971768,0.09309069093090691,studentized,0.058394160583941604,0.09309069093090691,-0.03961206251569166,0.24604099158902004,10000,estimated,0.17454504549545047,False,
roni,retrospective,warm,candidates,"Natural gas, Europe",16,16,-0.2790562442568452,-0.3577168117905167,0.0625,negative,True,0.05917432329314716,-4.715833299426376,0.95,-0.38213947418954947,-0.16071491300769608,0.0024997500249975004,studentized,9.999000099990002e-05,0.0024997500249975004,-0.38367016856870517,-0.10915926587029401,10000,estimated,0.0194980501949805,True,
roni,retrospective,warm,candidates,"Natural gas, US",16,16,-0.08866282170431085,-0.14390018859063847,0.25,negative,True,0.05941013476327055,-1.4923854668500995,0.95,-0.190776899412401,0.03326683455311543,0.17168283171682833,studentized,0.11858814118588142,0.17168283171682833,-0.19553643896906403,0.08130723312262646,10000,estimated,0.2710781553423605,False,
roni,retrospective,warm,candidates,Orange,16,16,0.005092989934869008,-0.03731723486269112,0.4375,positive,False,0.06857989775434216,0.07426359766694962,0.95,-0.11850654449793416,0.14178928965825827,0.9422057794220577,studentized,0.9391060893910609,0.9422057794220577,-0.12168758669466492,0.18764727527392053,10000,estimated,0.9782021797820218,False,
roni,retrospective,warm,candidates,Palm oil,16,16,0.4300078863195652,0.45739271160483796,0.9375,positive,True,0.05931470880515565,7.249599550966502,0.95,0.3168235077082111,0.5398703241390014,9.999000099990002e-05,studentized,9.999000099990002e-05,9.999000099990002e-05,0.30009648754126383,0.552807615279265,10000,estimated,0.0029997000299970007,True,
roni,retrospective,warm,candidates,"Rice, Thai 5%",16,16,0.18917422941343426,0.14703367791082267,0.875,positive,True,0.048754180821288316,3.8801642490285078,0.95,0.10239879503432359,0.2859773085562388,0.0046995300469953,studentized,9.999000099990002e-05,0.0046995300469953,0.09993164955985706,0.3192694573996473,10000,estimated,0.028197180281971802,True,
roni,retrospective,warm,candidates,"Rubber, RSS3",16,16,0.30871615215571413,0.24005553102402022,0.8125,positive,True,0.09491552119930642,3.2525360262992478,0.95,0.14104373837686768,0.49856824868705735,0.014598540145985401,studentized,0.0010998900109989002,0.014598540145985401,0.13459179180958802,0.5685684760812375,10000,estimated,0.06256517205422314,False,
roni,retrospective,warm,candidates,"Shrimps, Mexican",15,16,-0.0014344287057672803,0.024734974320273162,0.5333333333333333,negative,False,0.04854920278720326,-0.029545875594591042,0.95,-0.09673379397628776,0.08366406868530375,0.9782021797820218,studentized,0.9775022497750225,0.9782021797820218,-0.13869884283643202,0.08327285441105006,10000,estimated,0.9782021797820218,False,
roni,retrospective,warm,candidates,Sorghum,15,16,0.07791451197561702,0.020305896199651396,0.6,positive,True,0.06968309970401451,1.118126379374141,0.95,-0.0475953711139422,0.21619949320561827,0.28717128287171284,studentized,0.24527547245275472,0.28717128287171284,-0.053399069615862355,0.25400024507673324,10000,estimated,0.4307569243075693,False,
roni,retrospective,warm,candidates,Soybeans,16,16,0.14724975397866877,0.1361459922199516,0.6875,positive,True,0.06303627933664555,2.335952494789243,0.95,0.03267548381857724,0.2710687099215376,0.03849615038496151,studentized,0.016298370162983702,0.03849615038496151,0.022041179813616918,0.298321932474115,10000,estimated,0.11317050113170501,False,
roni,retrospective,warm,candidates,"Sugar, world",16,16,0.09349621210787826,0.07123282206644754,0.5,positive,False,0.11396402181585677,0.8204011285153623,0.95,-0.11538476137263609,0.3139517617843846,0.42475752424757524,studentized,0.39466053394660533,0.42475752424757524,-0.1222802682281316,0.3767434823658036,10000,estimated,0.5540315533664024,False,
roni,retrospective,warm,candidates,"Tea, avg 3 auctions",16,16,0.13012255579251575,0.08373204620339447,0.75,positive,True,0.06804593242210255,1.912275299357197,0.95,0.008247797324623576,0.2653326463235214,0.1060893910608939,studentized,0.046995300469953004,0.1060893910608939,0.013466042332696215,0.33284705941749315,10000,estimated,0.187216572460401,False,
roni,retrospective,warm,candidates,"Tobacco, US import u.v.",16,16,-0.012236501928457252,-0.01848236524513769,0.375,negative,True,0.016467055169726415,-0.7430898726174943,0.95,-0.04174369036550449,0.020503624253779065,0.47705229477052297,studentized,0.45125487451254875,0.47705229477052297,-0.043107723453731636,0.0292020186996568,10000,estimated,0.5963153684631537,False,
roni,retrospective,warm,candidates,Urea,16,16,0.253417086319243,0.1732691116990298,0.625,positive,True,0.10117300853745165,2.504789468877309,0.95,0.07156523634389345,0.453751952391298,0.0347965203479652,studentized,0.008599140085991401,0.0347965203479652,0.06093326494422319,0.515743081510641,10000,estimated,0.11317050113170501,False,
roni,retrospective,warm,candidates,"Wheat, US HRW",16,16,0.024980572986425878,0.041625408820976206,0.625,positive,True,0.06391245965186208,0.39085607286118695,0.95,-0.09522201109005617,0.1472838305247643,0.6955304469553044,studentized,0.6888311168883112,0.6955304469553044,-0.1159237802912448,0.1584391535320805,10000,estimated,0.8025351311022744,False,
roni,retrospective,warm,controls,Gold,16,16,0.1869272397192121,0.10638783368371585,0.6875,positive,True,0.06911826960864073,2.704454853653391,0.95,0.060489398527561654,0.3235086062006093,0.027497250274972504,studentized,0.005499450054994501,0.027497250274972504,0.05648585311510401,0.3704892515761418,10000,estimated,,,True
roni,retrospective,warm,controls,Platinum,16,16,0.10230264020044685,0.05871205456491557,0.625,positive,True,0.07794637030351811,1.312474715654969,0.95,-0.03603815828316389,0.26274506481275245,0.22747725227477253,studentized,0.1688831116888311,0.22747725227477253,-0.03254402828467154,0.32658179005003435,10000,estimated,,,False
roni,retrospective,warm,controls,Silver,16,16,0.36555175851424015,0.21761753719019872,0.625,positive,True,0.2499281750167773,1.462627246766801,0.95,-0.001060854860602767,0.9178354538989386,0.3281671832816718,studentized,0.1080891910808919,0.3281671832816718,-0.0007423299707838837,1.459441237330894,10000,estimated,,,False
roni,retrospective,cold,candidates,"Banana, US",17,17,-0.08026494916849151,-0.162267014978567,0.4117647058823529,negative,True,0.052245112698581155,-1.5363149780452345,0.95,-0.1798818995571081,0.02042101108827391,0.14858514148585142,studentized,0.11838816118388161,0.14858514148585142,-0.19138690173119532,0.03409678259796661,10000,estimated,0.224977502249775,False,
roni,retrospective,cold,candidates,Barley,15,17,0.1783385756909618,0.1292245839647137,0.8,positive,True,0.0628059076732049,2.8395191200627607,0.95,0.06266978166112383,0.303440738773079,0.0230976902309769,studentized,0.0028997100289971,0.0230976902309769,0.06121959514668726,0.346336462717876,10000,estimated,0.098990100989901,False,
roni,retrospective,cold,candidates,Beef **,17,17,0.03059696215360195,0.0017421304636129342,0.5294117647058824,positive,True,0.04847996180542873,0.6311259541911548,0.95,-0.056797485915637234,0.12222114939994175,0.5281471852814719,studentized,0.5093490650934906,0.5281471852814719,-0.056469648916837124,0.1628042567187349,10000,estimated,0.586830205868302,False,
roni,retrospective,cold,candidates,Chicken **,17,17,0.08511823586141987,0.025648686040761204,0.5882352941176471,positive,True,0.052132713545489824,1.6327221445541602,0.95,-0.006024170516035368,0.193044427389759,0.13978602139786023,studentized,0.08869113088691132,0.13978602139786023,-0.006667151600245919,0.2354395072125812,10000,estimated,0.224977502249775,False,
roni,retrospective,cold,candidates,"Coal, Australian",17,17,-0.04019157333582813,-0.11267431316691723,0.4117647058823529,negative,True,0.067583089446758,-0.5946986689250285,0.95,-0.1639221976619656,0.09665745949564496,0.5598440155984401,studentized,0.5405459454054594,0.5598440155984401,-0.16352787281819287,0.1508126317778709,10000,estimated,0.5998328738554716,False,
roni,retrospective,cold,candidates,Cocoa,17,17,0.2042736914391264,0.05754992129045555,0.7058823529411765,positive,True,0.11726318748653132,1.7420103940342657,0.95,0.00428245149427363,0.44230305957750127,0.133986601339866,studentized,0.06529347065293471,0.133986601339866,0.012393954729964074,0.5942339345538342,10000,estimated,0.224977502249775,False,
roni,retrospective,cold,candidates,Coconut oil,17,17,0.6596449278517449,0.49909619757754453,0.8235294117647058,positive,True,0.17857859941346363,3.693863262554024,0.95,0.32409659827173154,0.9969739276964823,0.0032996700329967,studentized,0.00019998000199980003,0.0032996700329967,0.3190347672821052,1.077636256861135,10000,estimated,0.098990100989901,False,
roni,retrospective,cold,candidates,"Coffee, Arabica",17,17,0.3948115550218332,0.21815877731737543,0.7058823529411765,positive,True,0.15502858331167552,2.546701689378717,0.95,0.13246238107583722,0.7122661985014094,0.06329367063293671,studentized,0.008799120087991202,0.06329367063293671,0.1383995165481039,1.014557384849706,10000,estimated,0.17261910172619105,False,
roni,retrospective,cold,candidates,"Coffee, Robusta",17,17,0.3417313310334638,0.19559741833983835,0.7647058823529411,positive,True,0.12076939111867561,2.82961872928263,0.95,0.1274154639897592,0.5718455770980145,0.022497750224977502,studentized,0.0028997100289971,0.022497750224977502,0.13575800252957732,0.6681871133344652,10000,estimated,0.098990100989901,False,
roni,retrospective,cold,candidates,"Cotton, A Index",17,17,0.18861203730445122,-0.04226984904031683,0.47058823529411764,positive,False,0.16834291017049274,1.1204038062157207,0.95,-0.07348448182204997,0.5515009947997969,0.33796620337966204,studentized,0.25417458254174585,0.33796620337966204,-0.06116556805060916,1.1385086425349185,10000,estimated,0.42245775422457754,False,
roni,retrospective,cold,candidates,DAP,17,17,0.23845247479716647,0.11798695379621926,0.7058823529411765,positive,True,0.13549605793811464,1.7598480607168312,0.95,0.0019530482327489997,0.5158203411722978,0.12768723127687232,studentized,0.06769323067693231,0.12768723127687232,0.007113724499144408,0.6827181065417083,10000,estimated,0.224977502249775,False,
roni,retrospective,cold,candidates,Fish meal,15,17,0.027421345063192257,0.003140001528041614,0.5333333333333333,positive,True,0.051602309847942084,0.5313976282068665,0.95,-0.07101643640528073,0.12599091277125068,0.599040095990401,studentized,0.5821417858214178,0.599040095990401,-0.0737116500722347,0.1581387838036064,10000,estimated,0.6196966510245528,False,
roni,retrospective,cold,candidates,Groundnut oil **,17,17,0.1460654989094679,-0.0137384436914888,0.47058823529411764,positive,False,0.0919835707048331,1.5879520417638362,0.95,-0.016703997607777327,0.3314498243687827,0.14998500149985,studentized,0.10168983101689831,0.14998500149985,-0.01809529173465002,0.4152401295269242,10000,estimated,0.224977502249775,False,
roni,retrospective,cold,candidates,Lamb **,17,17,0.07026451700092819,-0.023994536973882985,0.47058823529411764,positive,False,0.07700978207554428,0.9124102822677879,0.95,-0.05588470924798923,0.23128764613405728,0.4076592340765923,studentized,0.34666533346665335,0.4076592340765923,-0.050978469883179556,0.31841097117706235,10000,estimated,0.48537453946913,False,
roni,retrospective,cold,candidates,"Logs, Malaysian",17,17,0.17928657213679355,0.12277902792951445,0.8235294117647058,positive,True,0.05576816873732702,3.2148549288259596,0.95,0.07786225988759111,0.28720554546906835,0.011998800119988001,studentized,0.0008999100089991,0.011998800119988001,0.07605225145150717,0.3232655861028211,10000,estimated,0.098990100989901,False,
roni,retrospective,cold,candidates,Maize,17,17,0.2546807253901684,0.21456487267780466,0.7058823529411765,positive,True,0.08425977838501185,3.02256581101418,0.95,0.10212451807598005,0.4195829395735197,0.0163983601639836,studentized,0.0022997700229977,0.0163983601639836,0.0997150266100886,0.47625182915503683,10000,estimated,0.098990100989901,False,
roni,retrospective,cold,candidates,"Natural gas, Europe",17,17,-0.10998838415305592,-0.13390830134701837,0.23529411764705882,negative,True,0.053379363148961995,-2.0605038663747104,0.95,-0.20044044874747033,0.0004339306508891899,0.0810918908109189,studentized,0.033396660333966606,0.0810918908109189,-0.20091951400239338,0.038080189604728004,10000,estimated,0.1871351326405821,False,
roni,retrospective,cold,candidates,"Natural gas, US",17,17,-0.16110520186201746,-0.17494162460719387,0.29411764705882354,negative,True,0.07013491902876048,-2.2970754667293827,0.95,-0.2965156659073114,-0.03068638950203662,0.036896310368963105,studentized,0.015598440155984402,0.036896310368963105,-0.3163423337574989,-0.018447651449447905,10000,estimated,0.12298770122987701,False,
roni,retrospective,cold,candidates,Orange,17,17,-0.0165872212050981,-0.08146607239584103,0.4117647058823529,negative,True,0.0709750101049359,-0.23370509113805052,0.95,-0.15099514092880834,0.12010394416539336,0.8095190480951905,studentized,0.8067193280671933,0.8095190480951905,-0.1619363362139133,0.14332983596027254,10000,estimated,0.8095190480951905,False,
roni,retrospective,cold,candidates,Palm oil,17,17,0.3119705655407518,0.3099559545572359,0.7058823529411765,positive,True,0.10060532682606486,3.1009348648120127,0.95,0.12551458612999777,0.5031425056954464,0.007399260073992601,studentized,0.0007999200079992001,0.007399260073992601,0.11637655966469387,0.5486779598886022,10000,estimated,0.098990100989901,False,
roni,retrospective,cold,candidates,"Rice, Thai 5%",17,17,0.27565959213378216,0.06085086212425517,0.5882352941176471,positive,True,0.18563306709534033,1.4849703043057765,0.95,-0.03636212982584913,0.6641839060000647,0.18738126187381263,studentized,0.11898810118988101,0.18738126187381263,-0.016328491726297634,1.3491341813671238,10000,estimated,0.26768751696258947,False,
roni,retrospective,cold,candidates,"Rubber, RSS3",17,17,0.281981390332482,0.11192530662312805,0.7058823529411765,positive,True,0.09702458012454107,2.90628817945442,0.95,0.11199036451787696,0.4787348022726569,0.018998100189981004,studentized,0.0032996700329967,0.018998100189981004,0.10722067486825601,0.5355268852294234,10000,estimated,0.098990100989901,False,
roni,retrospective,cold,candidates,"Shrimps, Mexican",16,17,-0.05206862762343631,-0.04726337029966238,0.3125,negative,True,0.052533873104964816,-0.99114389528069,0.95,-0.15171293847385947,0.045948659224933255,0.33566643335666435,studentized,0.3037696230376962,0.33566643335666435,-0.16237007643844334,0.061081104257657545,10000,estimated,0.42245775422457754,False,
roni,retrospective,cold,candidates,Sorghum,15,17,0.15180940259042155,0.07250251305315092,0.6666666666666666,positive,True,0.08825134461375671,1.720193649794627,0.95,-0.0063443552374881,0.3237735438988455,0.11138886111388861,studentized,0.0725927407259274,0.11138886111388861,-0.015839182040031458,0.3786515249302155,10000,estimated,0.22277772222777723,False,
roni,retrospective,cold,candidates,Soybeans,17,17,0.11283148247507964,0.10631675186923628,0.6470588235294118,positive,True,0.06183534984547989,1.8247084031550524,0.95,-0.008322866799298306,0.22845482216317473,0.08899110088991101,studentized,0.06229377062293771,0.08899110088991101,-0.03168583008746316,0.23687581908156807,10000,estimated,0.19069521619266647,False,
roni,retrospective,cold,candidates,"Sugar, world",17,17,0.12047358699103435,0.06790061964124239,0.5294117647058824,positive,True,0.13351196394655984,0.9023430067979203,0.95,-0.0991992213780332,0.4024955815932954,0.4206579342065793,studentized,0.3584641535846415,0.4206579342065793,-0.08522644261387223,0.5718825546942793,10000,estimated,0.48537453946913,False,
roni,retrospective,cold,candidates,"Tea, avg 3 auctions",17,17,0.1384379441239902,0.14902676374339618,0.7058823529411765,positive,True,0.06602256758993583,2.0968276329970092,0.95,0.015804039621901002,0.26894168009043595,0.055694430556944306,studentized,0.032996700329967,0.055694430556944306,0.00918044176352939,0.2907356476411626,10000,estimated,0.1670832916708329,False,
roni,retrospective,cold,candidates,"Tobacco, US import u.v.",17,17,0.054906178816032936,0.05861721790957253,0.7058823529411765,positive,True,0.027818232470822345,1.973747932174421,0.95,0.0007591936048570605,0.10549073688510882,0.070992900709929,studentized,0.0382961703829617,0.070992900709929,-0.009888450424201875,0.11062049447578637,10000,estimated,0.1774822517748225,False,
roni,retrospective,cold,candidates,Urea,17,17,0.34276368501808036,0.3182501138062561,0.7058823529411765,positive,True,0.1413395502948185,2.4251080769898703,0.95,0.08246210594467955,0.623134260793143,0.0301969803019698,studentized,0.014598540145985401,0.0301969803019698,0.06445451868138424,0.6731750559944117,10000,estimated,0.11323867613238675,False,
roni,retrospective,cold,candidates,"Wheat, US HRW",17,17,0.06744718148854464,0.009305832514902468,0.5294117647058824,positive,True,0.05268283393759526,1.28024968376679,0.95,-0.021208452430618193,0.17785894838501487,0.25077492250774924,studentized,0.18338166183381663,0.25077492250774924,-0.02023346430774245,0.24046992449957433,10000,estimated,0.34196580341965804,False,
roni,retrospective,cold,controls,Gold,17,17,0.13279939057726284,0.08440871493891589,0.5882352941176471,positive,True,0.06742000899730223,1.969732614283346,0.95,0.014169512518273478,0.2657123497103734,0.08699130086991301,studentized,0.037696230376962306,0.08699130086991301,0.01861531782893941,0.32643901740807263,10000,estimated,,,False
roni,retrospective,cold,controls,Platinum,17,17,0.0925129352806979,-0.013933491937344722,0.47058823529411764,positive,False,0.10378528439618841,0.8913877898868628,0.95,-0.05800605733429178,0.31789423323648053,0.4587541245875412,studentized,0.37846215378462156,0.4587541245875412,-0.05569917111866288,0.5610100942463859,10000,estimated,,,False
roni,retrospective,cold,controls,Silver,17,17,0.48742232547565223,0.2113660297624429,0.7058823529411765,positive,True,0.28715398560400435,1.697424900616999,0.95,0.0863014207560498,1.1018243121853135,0.3113688631136886,studentized,0.065993400659934,0.3113688631136886,0.08766536729264224,2.276995338966314,10000,estimated,,,False
roni,observable,warm,candidates,"Banana, US",16,16,-0.04966675973448476,-0.025193600912454372,0.5,negative,False,0.06681323477736213,-0.7433670873740275,0.95,-0.17601176843544553,0.07537791803739227,0.45415458454154584,studentized,0.44165583441655837,0.45415458454154584,-0.1907724289714605,0.09407057945764785,10000,estimated,0.5116155051161551,False,
roni,observable,warm,candidates,Barley,15,16,0.2585556669444273,0.1758962327541007,0.7333333333333333,positive,True,0.09310273955150368,2.7771005256123145,0.95,0.0939936745492155,0.44771697090947393,0.027697230276972302,studentized,0.005499450054994501,0.027697230276972302,0.09054040560454357,0.5226340869589352,10000,estimated,0.16618338166183383,False,
roni,observable,warm,candidates,Beef **,16,16,0.030318772554903686,0.027665769636539272,0.5,positive,False,0.06156345668175358,0.49248002287515613,0.95,-0.08307707072054275,0.14884938761109154,0.6196380361963804,studentized,0.6093390660933906,0.6196380361963804,-0.0902758923367928,0.17589025979468687,10000,estimated,0.6410048650307383,False,
roni,observable,warm,candidates,Chicken **,16,16,0.03708938574517036,0.06151462384605144,0.6875,positive,True,0.03882319601103056,0.9553408672133127,0.95,-0.04220750289099111,0.10353270563619542,0.36626337366263373,studentized,0.32596740325967405,0.36626337366263373,-0.07205226924522909,0.10491417237286055,10000,estimated,0.4395160483951605,False,
roni,observable,warm,candidates,"Coal, Australian",16,16,-0.11532320872593851,-0.13211747432357407,0.25,negative,True,0.053638046755501045,-2.150026253782463,0.95,-0.21005402812801757,-0.006268006868664366,0.0660933906609339,studentized,0.027597240275972403,0.0660933906609339,-0.2115979710432538,0.030414334919426328,10000,estimated,0.18038196180381963,False,
roni,observable,warm,candidates,Cocoa,16,16,0.20146921338640567,0.014893383069251698,0.5,positive,False,0.11633772707617823,1.7317616430178588,0.95,0.0006470491087124,0.44013538114522266,0.12448755124487551,studentized,0.07089291070892911,0.12448755124487551,-0.0004612941961317507,0.5796978588933592,10000,estimated,0.1973486861840132,False,
roni,observable,warm,candidates,Coconut oil,16,16,0.9974621757107586,0.974546051834402,0.9375,positive,True,0.2177370918583978,4.581039303856616,0.95,0.6191420942535829,1.428383586073392,0.001999800019998,studentized,9.999000099990002e-05,0.001999800019998,0.612445672083916,1.5846307931956223,10000,estimated,0.020247975202479753,True,
roni,observable,warm,candidates,"Coffee, Arabica",16,16,0.38730210321880376,0.3977973228302033,0.6875,positive,True,0.17504808830160906,2.212546889123859,0.95,0.09200287479107551,0.7416601972037101,0.09019098090190981,studentized,0.020397960203979604,0.09019098090190981,0.10953721273778855,0.9643632235890116,10000,estimated,0.18038196180381963,False,
roni,observable,warm,candidates,"Coffee, Robusta",16,16,0.5435854659250969,0.3525686068470816,0.75,positive,True,0.1914007117345224,2.840038895357211,0.95,0.23516971680786844,0.9362240699025765,0.05679432056794321,studentized,0.0053994600539946005,0.05679432056794321,0.24946525496772065,1.222560568381717,10000,estimated,0.18038196180381963,False,
roni,observable,warm,candidates,"Cotton, A Index",16,16,0.2013069607435086,-0.04234511206484537,0.5,positive,False,0.17294226947145813,1.1640124843899524,0.95,-0.09100068241735519,0.5555770029398418,0.2742725727427257,studentized,0.22507749225077492,0.2742725727427257,-0.09296739679459351,0.754555064805451,10000,estimated,0.36739804280441524,False,
roni,observable,warm,candidates,DAP,16,16,0.21138054124225508,0.11033516316524505,0.625,positive,True,0.10966092357787444,1.9275830837968972,0.95,0.02512512158397467,0.43278627150629767,0.11288871112888711,studentized,0.04229577042295771,0.11288871112888711,0.03113093887277754,0.5882831783354944,10000,estimated,0.1973486861840132,False,
roni,observable,warm,candidates,Fish meal,13,16,0.19535478988676303,0.08924380790522313,0.6923076923076923,positive,True,0.08048843837741441,2.427116165066272,0.95,0.05679793564727283,0.36037018649929453,0.059394060593940604,studentized,0.012798720127987202,0.059394060593940604,0.0529676074965629,0.4850020453908733,10000,estimated,0.18038196180381963,False,
roni,observable,warm,candidates,Groundnut oil **,16,16,0.2052209548326855,0.16676141950631007,0.5625,positive,True,0.09898089561471056,2.073339037378699,0.95,0.031472384104349174,0.4020905913538082,0.07599240075992401,studentized,0.029097090290970903,0.07599240075992401,0.03172682302377591,0.5008785151803903,10000,estimated,0.18038196180381963,False,
roni,observable,warm,candidates,Lamb **,16,16,-0.03759659831156076,-0.05523849268083503,0.3125,negative,True,0.06729917663548589,-0.5586487114871568,0.95,-0.14343348340134657,0.10568925091324143,0.6103389661033897,studentized,0.571042895710429,0.6103389661033897,-0.13761818775354168,0.19590417067629542,10000,estimated,0.6410048650307383,False,
roni,observable,warm,candidates,"Logs, Malaysian",16,16,0.17236945397122322,0.13419076207462832,0.75,positive,True,0.0883130083781248,1.9518014065742015,0.95,0.020597690190669694,0.3543128568326721,0.0857914208579142,studentized,0.042495750424957505,0.0857914208579142,0.019225697706412248,0.40799658029324837,10000,estimated,0.18038196180381963,False,
roni,observable,warm,candidates,Maize,16,16,0.2045656629192426,0.075453341276433,0.625,positive,True,0.09558945423838985,2.1400442606260497,0.95,0.04724663740027233,0.403800128532374,0.08389161083891611,studentized,0.025397460253974602,0.08389161083891611,0.042623188002093,0.5265153743785616,10000,estimated,0.18038196180381963,False,
