index_definition,anchor_type,commodity,warm_episodes,cold_episodes,warm_mean_return,cold_mean_return,warm_minus_cold,opposite_mean_directions,valid_randomization_replicates,contrast_p_value,cold_bootstrap_mean_return,cold_bootstrap_p_value,cold_direction,cold_sign_agreement,contrast_bh_q_value,reject_direction_contrast_fdr,cold_bootstrap_bh_q_value,reject_cold_bootstrap_fdr
roni,retrospective,"Rice, Thai 5%",17,18,0.25231300858309386,0.23729268763274794,0.015020320950345917,False,10000,0.9425057494250575,0.23729268763274794,0.22367763223677634,positive,True,0.9969003099690031,False,0.3195394746239662,False
roni,retrospective,"Rubber, RSS3",17,18,0.35137064205648333,0.23249521978301754,0.11887542227346579,False,10000,0.22257774222577742,0.23249521978301754,0.0047995200479952005,positive,True,0.7419258074192581,False,0.0704929507049295,False
roni,retrospective,"Shrimps, Mexican",16,17,-0.042437025834305114,-0.051450918990731474,0.00901389315642636,False,10000,0.8912108789121088,-0.05145091899073147,0.33596640335966405,negative,True,0.9969003099690031,False,0.43821704786043136,False
roni,retrospective,Sorghum,16,16,0.09634960868214305,0.11951540858761447,-0.02316579990547142,False,10000,0.791020897910209,0.11951540858761445,0.12098790120987901,positive,True,0.9969003099690031,False,0.22685231476852313,False
roni,retrospective,Soybeans,17,18,0.10339257137520425,0.07588106641224066,0.02751150496296359,False,10000,0.7397260273972602,0.07588106641224066,0.16848315168483152,positive,True,0.9969003099690031,False,0.2527247275272473,False
roni,retrospective,"Sugar, world",17,18,0.12042449299330414,0.06619141858188249,0.05423307441142165,False,10000,0.6702329767023297,0.0661914185818825,0.41755824417558246,positive,False,0.9969003099690031,False,0.48179797404874897,False
roni,retrospective,"Tea, avg 3 auctions",17,18,0.10817507218926319,0.10765330441628375,0.0005217677729794368,False,10000,0.9938006199380062,0.10765330441628375,0.05599440055994401,positive,True,0.9969003099690031,False,0.16798320167983202,False
roni,retrospective,"Tobacco, US import u.v.",17,18,-0.01995145025687779,0.047854239396086844,-0.06780568965296463,True,10000,0.06469353064693531,0.04785423939608686,0.1376862313768623,positive,True,0.4904509549045095,False,0.24297570242975705,False
roni,retrospective,Urea,17,18,0.29838835120461654,0.3187517498371267,-0.020363398632510132,False,10000,0.8983101689831017,0.3187517498371268,0.036396360363963605,positive,True,0.9969003099690031,False,0.1364863513648635,False
roni,retrospective,"Wheat, US HRW",17,18,-0.0015859975735497296,0.04187820058733823,-0.04346419816088796,True,10000,0.6047395260473952,0.04187820058733824,0.39856014398560147,positive,True,0.9969003099690031,False,0.4782721727827217,False
roni,observable,"Banana, US",17,17,-0.01557988074257336,0.01248077106171827,-0.02806065180429163,True,10000,0.7298270172982702,0.012480771061718274,0.8182181781821818,positive,False,0.8650246086502461,False,0.904302426900167,False
roni,observable,Barley,16,16,0.21417050203221832,0.035957448070092504,0.17821305396212583,False,10000,0.08739126087391261,0.035957448070092504,0.5933406659334066,positive,False,0.28688040286880406,False,0.7128487151284871,False
roni,observable,Beef **,17,17,0.06204996302111333,-0.03667532009980878,0.0987252831209221,True,10000,0.20557944205579443,-0.03667532009980878,0.25877412258774124,negative,True,0.45295470452954706,False,0.4463237886737642,False
roni,observable,Chicken **,17,17,-0.00017139581417828428,0.017549625794680543,-0.017721021608858828,True,10000,0.641035896410359,0.017549625794680543,0.39176082391760825,positive,True,0.8361337779265551,False,0.5596583198822975,False
roni,observable,"Coal, Australian",16,17,-0.14926786735945155,-0.08114655339547955,-0.068121313963972,False,10000,0.391960803919608,-0.08114655339547955,0.16498350164983502,negative,True,0.6474615696325104,False,0.3535360749639322,False
roni,observable,Cocoa,17,17,0.25832855397736276,0.20963024624278598,0.048698307734576785,False,10000,0.7785221477852214,0.20963024624278595,0.11858814118588142,positive,True,0.8650246086502461,False,0.278972102789721,False
roni,observable,Coconut oil,17,17,0.9890616199225387,0.2734879920035866,0.7155736279189522,False,10000,0.0012998700129987,0.2734879920035866,0.036996300369963,positive,True,0.038996100389961,True,0.22197780221977798,False
roni,observable,"Coffee, Arabica",17,17,0.47992383555672086,0.2987106789267756,0.18121315662994525,False,10000,0.46705329467053297,0.2987106789267756,0.051094890510948905,positive,True,0.6672189923864756,False,0.2554744525547445,False
roni,observable,"Coffee, Robusta",17,17,0.5500767554101046,0.2773327193217366,0.272744036088368,False,10000,0.25307469253074694,0.2773327193217366,0.08739126087391261,positive,True,0.4745150484951505,False,0.278972102789721,False
roni,observable,"Cotton, A Index",17,17,0.23506378219628427,0.03849913484282741,0.19656464735345686,False,10000,0.21137886211378862,0.03849913484282741,0.5940405959404059,positive,False,0.45295470452954706,False,0.7128487151284871,False
roni,observable,DAP,17,17,0.2569144474040422,0.23304173456895214,0.023872712835090043,False,10000,0.877012298770123,0.23304173456895214,0.0927907209279072,positive,True,0.9106675539342617,False,0.278972102789721,False
roni,observable,Fish meal,13,14,0.1679511681281159,0.07968137184592113,0.08826979628219477,False,10000,0.41005899410058994,0.07968137184592113,0.36096390360963904,positive,True,0.6474615696325104,False,0.5414458554144586,False
roni,observable,Groundnut oil **,17,17,0.19618575012584866,0.052932496223279724,0.14325325390256893,False,10000,0.23257674232576742,0.05293249622327972,0.49765023497650235,positive,False,0.46515348465153483,False,0.6786139567861396,False
roni,observable,Lamb **,16,17,-0.016477474673812855,0.008122719685464583,-0.02460019435927744,True,10000,0.7506249375062494,0.008122719685464583,0.844015598440156,positive,False,0.8650246086502461,False,0.904302426900167,False
roni,observable,"Logs, Malaysian",17,17,0.20257731976229282,0.16372739024351018,0.03884992951878263,False,10000,0.7041295870412959,0.16372739024351016,0.035896410358964105,positive,True,0.8650246086502461,False,0.22197780221977798,False
roni,observable,Maize,17,17,0.19500524791575674,0.027316804256174314,0.16768844365958244,False,10000,0.04129587041295871,0.027316804256174314,0.5486451354864513,positive,True,0.20647935206479354,False,0.7128487151284871,False
roni,observable,"Natural gas, Europe",17,17,-0.243588006805506,0.012424888010983286,-0.25601289481648926,True,10000,0.07269273072692731,0.012424888010983286,0.9308069193080692,positive,False,0.2725977402259774,False,0.9457054294570543,False
roni,observable,"Natural gas, US",17,17,-0.10614858772935133,-0.11875328184623705,0.012604694116885723,False,10000,0.8803119688031197,-0.11875328184623701,0.0897910208979102,negative,True,0.9106675539342617,False,0.278972102789721,False
roni,observable,Orange,17,17,0.09052078372365499,-0.06177244852593842,0.1522932322495934,True,10000,0.0964903509649035,-0.06177244852593842,0.275972402759724,negative,True,0.28688040286880406,False,0.4463237886737642,False
roni,observable,Palm oil,17,17,0.5615589405562543,0.16146373839140604,0.4000952021648483,False,10000,0.0046995300469953,0.16146373839140604,0.12088791120887911,positive,True,0.0704929507049295,False,0.278972102789721,False
roni,observable,"Rice, Thai 5%",17,17,0.35748707779560623,0.1453090541889392,0.21217802360666704,False,10000,0.11898810118988101,0.1453090541889392,0.031196880311968805,positive,True,0.29747025297470253,False,0.22197780221977798,False
roni,observable,"Rubber, RSS3",17,17,0.44119999243384966,0.13269387589892379,0.3085061165349259,False,10000,0.025397460253974602,0.13269387589892379,0.23397660233976603,positive,False,0.16558344165583444,False,0.4387061293870613,False
roni,observable,"Shrimps, Mexican",16,17,0.012814362741242681,-0.043444938129100004,0.056259300870342685,True,10000,0.38906109389061094,-0.043444938129100004,0.2826717328267173,negative,True,0.6474615696325104,False,0.4463237886737642,False
roni,observable,Sorghum,16,16,0.16526478219995336,-0.0031485260037763894,0.16841330820372974,True,10000,0.051394860513948606,-0.003148526003776384,0.9457054294570543,negative,True,0.2202636879169226,False,0.9457054294570543,False
roni,observable,Soybeans,17,17,0.16890311803657218,0.017385309554139437,0.15151780848243274,False,10000,0.027597240275972403,0.017385309554139437,0.6351364863513649,positive,True,0.16558344165583444,False,0.7328497919438826,False
roni,observable,"Sugar, world",17,17,0.13136731261961845,0.30560958565585183,-0.17424227303623338,False,10000,0.49445055494450557,0.3056095856558518,0.19918008199180082,positive,True,0.6742507567425076,False,0.3983601639836016,False
roni,observable,"Tea, avg 3 auctions",17,17,0.08985907478690591,0.08248806332041726,0.00737101146648865,False,10000,0.9132086791320868,0.08248806332041726,0.10328967103289671,positive,True,0.9132086791320868,False,0.278972102789721,False
roni,observable,"Tobacco, US import u.v.",17,17,-0.00941409498508314,0.050956007512971524,-0.06037010249805466,True,10000,0.10518948105189481,0.05095600751297151,0.11068893110688931,positive,True,0.28688040286880406,False,0.278972102789721,False
roni,observable,Urea,17,17,0.2819377202731931,0.41514358808311486,-0.13320586780992177,False,10000,0.44465553444655537,0.4151435880831149,0.008899110088991101,positive,True,0.666983301669833,False,0.22197780221977798,False
roni,observable,"Wheat, US HRW",17,17,0.11249163238458768,-0.10139894920819033,0.21389058159277802,True,10000,0.0182981701829817,-0.10139894920819034,0.0273972602739726,negative,True,0.16558344165583444,False,0.22197780221977798,False
oni,retrospective,"Banana, US",17,17,-0.1025961840051112,-0.07394345145765309,-0.028652732547458107,False,10000,0.7002299770022997,-0.07394345145765309,0.1994800519948005,negative,True,0.9867013298670133,False,0.35579775355797755,False
oni,retrospective,Barley,15,15,0.25113232628462806,0.21768843951514877,0.03344388676947929,False,10000,0.7522247775222478,0.21768843951514877,0.010998900109989001,positive,True,0.9867013298670133,False,0.10123987601239877,False
oni,retrospective,Beef **,17,17,0.01816978681589873,0.006741877625307255,0.011427909190591477,False,10000,0.8993100689931007,0.006741877625307255,0.8542145785421458,positive,False,0.9867013298670133,False,0.9152299055808705,False
oni,retrospective,Chicken **,17,17,-0.06575930123150339,0.0009250309509526042,-0.066684332182456,True,10000,0.11308869113088692,0.0009250309509526008,0.9752024797520248,positive,True,0.42329100423291005,False,0.9752024797520248,False
oni,retrospective,"Coal, Australian",16,17,-0.13020465897224176,0.16295845405070097,-0.29316311302294273,True,10000,0.028897110288971104,0.16295845405070097,0.20457954204579543,positive,False,0.288971102889711,False,0.35579775355797755,False
oni,retrospective,Cocoa,17,17,0.3636415391746982,0.16786667310720257,0.19577486606749564,False,10000,0.22407759224077592,0.1678666731072026,0.026997300269973004,positive,True,0.6722327767223277,False,0.10123987601239877,False
oni,retrospective,Coconut oil,17,17,0.951125750796122,0.5091338373459278,0.4419919134501943,False,10000,0.07339266073392661,0.5091338373459277,0.023697630236976304,positive,True,0.42329100423291005,False,0.10123987601239877,False
oni,retrospective,"Coffee, Arabica",17,17,0.2585988878798735,0.32028471802594305,-0.06168583014606954,False,10000,0.6143385661433857,0.3202847180259431,0.0031996800319968005,positive,True,0.9867013298670133,False,0.09599040095990402,False
oni,retrospective,"Coffee, Robusta",17,17,0.32853974649322676,0.2845818339331212,0.04395791256010556,False,10000,0.7384261573842615,0.2845818339331212,0.018098190180981903,positive,True,0.9867013298670133,False,0.10123987601239877,False
oni,retrospective,"Cotton, A Index",17,17,0.15330161380663831,0.0518460199873014,0.10145559381933691,False,10000,0.3721627837216278,0.05184601998730141,0.40955904409559046,positive,True,0.9304069593040696,False,0.4914708529147086,False
oni,retrospective,DAP,17,17,0.31434486929521466,0.33357652378502994,-0.019231654489815286,False,10000,0.9141085891410858,0.33357652378502994,0.0771922807719228,positive,True,0.9867013298670133,False,0.21052440210524404,False
oni,retrospective,Fish meal,13,14,0.12743986187478615,-0.016006063543550757,0.1434459254183369,True,10000,0.0932906709329067,-0.01600606354355077,0.7925207479252074,negative,False,0.42329100423291005,False,0.880578608805786,False
oni,retrospective,Groundnut oil **,17,17,0.0891463089557411,0.091490970051385,-0.0023446610956438935,False,10000,0.9833016698330167,0.09149097005138497,0.3545645435456454,positive,False,0.9867013298670133,False,0.4624754915812766,False
oni,retrospective,Lamb **,16,16,-0.03649055840545192,0.0910362667013379,-0.1275268251067898,True,10000,0.126987301269873,0.09103626670133791,0.24317568243175683,positive,False,0.42329100423291005,False,0.36476352364763526,False
oni,retrospective,"Logs, Malaysian",17,17,0.15754201383384775,0.1635276308940937,-0.005985617060245946,False,10000,0.95000499950005,0.1635276308940937,0.022897710228977103,positive,True,0.9867013298670133,False,0.10123987601239877,False
oni,retrospective,Maize,17,17,0.1411474440724166,0.20066305259623923,-0.05951560852382262,False,10000,0.5747425257474252,0.2006630525962392,0.0263973602639736,positive,True,0.9867013298670133,False,0.10123987601239877,False
oni,retrospective,"Natural gas, Europe",17,17,-0.12517005722519847,0.28786460452680285,-0.4130346617520013,True,10000,0.06159384061593841,0.28786460452680285,0.3143685631436856,positive,True,0.42329100423291005,False,0.428684404286844,False
oni,retrospective,"Natural gas, US",17,17,-0.023715482390360143,-0.0056713240442868625,-0.01804415834607328,False,10000,0.8682131786821318,-0.0056713240442868625,0.9501049895010499,negative,True,0.9867013298670133,False,0.9752024797520248,False
oni,retrospective,Orange,17,17,-0.04474391509644512,-0.06159263598103526,0.016848720884590142,False,10000,0.8215178482151785,-0.061592635981035274,0.23357664233576642,negative,True,0.9867013298670133,False,0.36476352364763526,False
oni,retrospective,Palm oil,17,17,0.5208785574564639,0.2018932653209068,0.31898529213555715,False,10000,0.014298570142985701,0.20189326532090673,0.038696130386961305,positive,True,0.21447855214478553,False,0.128987101289871,False
oni,retrospective,"Rice, Thai 5%",17,17,0.24761742553927235,0.2749766528035946,-0.027359227264322272,False,10000,0.8998100189981002,0.2749766528035946,0.20537946205379462,positive,True,0.9867013298670133,False,0.35579775355797755,False
oni,retrospective,"Rubber, RSS3",17,17,0.31831110075067337,0.015588560622995629,0.30272254012767774,False,10000,0.0031996800319968005,0.015588560622995629,0.7723227677232277,positive,False,0.09599040095990402,False,0.880578608805786,False
oni,retrospective,"Shrimps, Mexican",16,17,-0.0774562172371612,-0.08451076842431834,0.007054551187157143,False,10000,0.9088091190880911,-0.08451076842431834,0.0570942905709429,negative,True,0.9867013298670133,False,0.1712828717128287,False
oni,retrospective,Sorghum,15,15,0.12042839047433165,0.12244118361174496,-0.002012793137413302,False,10000,0.9867013298670133,0.12244118361174496,0.1381861813818618,positive,True,0.9867013298670133,False,0.2961132458182753,False
oni,retrospective,Soybeans,17,17,0.1872599575638365,0.05588105947853933,0.13137889808529718,False,10000,0.36936306369363064,0.05588105947853932,0.2866713328667133,positive,True,0.9304069593040696,False,0.40953047552387617,False
oni,retrospective,"Sugar, world",17,17,0.11877335828924997,0.07406645661185167,0.0447069016773983,False,10000,0.7076292370762923,0.07406645661185167,0.39376062393760625,positive,True,0.9867013298670133,False,0.4914708529147086,False
oni,retrospective,"Tea, avg 3 auctions",17,17,0.0987119841403154,0.092444365869713,0.006267618270602404,False,10000,0.9295070492950704,0.09244436586971298,0.1075892410758924,positive,True,0.9867013298670133,False,0.268973102689731,False
oni,retrospective,"Tobacco, US import u.v.",17,17,-0.009940181058432198,0.048357850460837876,-0.05829803151927007,True,10000,0.11148885111488852,0.04835785046083788,0.135986401359864,positive,True,0.42329100423291005,False,0.2961132458182753,False
oni,retrospective,Urea,17,17,0.32256376952710175,0.4524855740589308,-0.12992180453182905,False,10000,0.48305169483051696,0.45248557405893075,0.020397960203979604,positive,True,0.9867013298670133,False,0.10123987601239877,False
oni,retrospective,"Wheat, US HRW",17,17,0.0011965507302052578,0.060592275393014816,-0.05939572466280956,False,10000,0.5067493250674933,0.060592275393014816,0.21347865213478653,positive,True,0.9867013298670133,False,0.35579775355797755,False
oni,observable,"Banana, US",17,17,-0.02738621542033096,0.04920614742217235,-0.07659236284250331,True,10000,0.3698630136986301,0.049206147422172365,0.37996200379962003,positive,False,0.5839942321557318,False,0.607360316599919,False
oni,observable,Barley,15,15,0.272526246578878,0.09025119337416264,0.18227505320471532,False,10000,0.0770922907709229,0.09025119337416264,0.21927807219278073,positive,True,0.23127687231276872,False,0.46988158327024443,False
oni,observable,Beef **,17,17,0.11410271211864208,0.026581913101024538,0.08752079901761754,False,10000,0.33486651334866513,0.02658191310102454,0.6345365463453655,positive,False,0.5839942321557318,False,0.8276563647983027,False
oni,observable,Chicken **,17,17,-0.012024695114814273,-0.02550034747053127,0.013475652355716997,False,10000,0.6681331866813318,-0.02550034747053127,0.2663733626637336,negative,False,0.7423702074237021,False,0.5327467253274673,False
oni,observable,"Coal, Australian",16,17,-0.07021974985117319,0.0035567411993949016,-0.07377649105056809,True,10000,0.5593440655934406,0.0035567411993949016,0.967003299670033,positive,False,0.6712128787121288,False,0.967003299670033,False
oni,observable,Cocoa,17,17,0.25194253315369336,0.17322674735663,0.07871578579706337,False,10000,0.6128387161283871,0.17322674735663002,0.030896910308969103,positive,True,0.7071215955327544,False,0.196980301969803,False
oni,observable,Coconut oil,17,17,1.3303084104245446,0.28159021706176307,1.0487181933627816,False,10000,0.00019998000199980003,0.2815902170617631,0.039396060393960604,positive,True,0.005999400059994001,True,0.196980301969803,False
oni,observable,"Coffee, Arabica",17,17,0.3651980409196985,0.33778586094445384,0.027412179975244644,False,10000,0.8697130286971303,0.33778586094445384,0.05169483051694831,positive,True,0.8697130286971303,False,0.22154927364406415,False
oni,observable,"Coffee, Robusta",17,17,0.38721948250449595,0.26103806683542713,0.12618141566906882,False,10000,0.41345865413458655,0.26103806683542713,0.059494050594940506,positive,True,0.6201879812018798,False,0.2231026897310269,False
oni,observable,"Cotton, A Index",17,17,0.18177184336300847,-0.014458831746339182,0.19623067510934766,True,10000,0.13188681131886812,-0.014458831746339178,0.8473152684731526,negative,True,0.3297170282971703,False,0.9078377876498064,False
oni,observable,DAP,17,17,0.3838084769076592,0.2447726316582907,0.1390358452493685,False,10000,0.47165283471652836,0.2447726316582907,0.1394860513948605,positive,True,0.6712128787121288,False,0.37871212878712135,False
oni,observable,Fish meal,13,14,0.1163047881148957,0.09209394416230174,0.024210843952593958,False,10000,0.8209179082091791,0.09209394416230172,0.28817118288171184,positive,True,0.8678442500577528,False,0.5403209679032097,False
oni,observable,Groundnut oil **,17,17,0.19283813187759383,-0.0177422876722752,0.21058041954986903,True,10000,0.10648935106489352,-0.0177422876722752,0.8095190480951905,negative,True,0.29042550290425506,False,0.8994656089946561,False
oni,observable,Lamb **,16,16,0.06992783879825579,0.017034929001762858,0.05289290979649293,False,10000,0.5278472152784721,0.01703492900176285,0.7116288371162883,positive,False,0.6712128787121288,False,0.841761977648389,False
oni,observable,"Logs, Malaysian",17,17,0.2786255115953305,0.13193903289753933,0.14668647869779117,False,10000,0.18218178182181782,0.13193903289753933,0.016798320167983202,positive,True,0.42041949651188726,False,0.196980301969803,False
oni,observable,Maize,17,17,0.25455490020354965,0.007626683964005,0.24692821623954464,False,10000,0.009799020097990201,0.007626683964005,0.8808119188081192,positive,False,0.07349265073492652,False,0.911184743594606,False
oni,observable,"Natural gas, Europe",17,17,-0.08831129315355996,0.12043941231085471,-0.20875070546441465,True,10000,0.3528647135286471,0.12043941231085471,0.5521447855214479,positive,False,0.5839942321557318,False,0.7529247075292471,False
oni,observable,"Natural gas, US",17,17,-0.0510927273939342,-0.13100172279613553,0.07990899540220134,False,10000,0.2770722927707229,-0.13100172279613553,0.023797620237976203,negative,True,0.5541445855414459,False,0.196980301969803,False
oni,observable,Orange,17,17,0.01555868168903171,-0.057363314814875555,0.07292199650390727,True,10000,0.49955004499550043,-0.05736331481487554,0.38466153384661533,negative,True,0.6712128787121288,False,0.607360316599919,False
oni,observable,Palm oil,17,17,0.6516714497048576,0.159482555809172,0.49218889389568554,False,10000,0.001999800019998,0.15948255580917203,0.15148485151484853,positive,True,0.029997000299970003,True,0.37871212878712135,False
oni,observable,"Rice, Thai 5%",17,17,0.3974080267144618,0.08717234536479401,0.3102356813496678,False,10000,0.06929307069293071,0.08717234536479401,0.12168783121687832,positive,True,0.23127687231276872,False,0.36506349365063495,False
oni,observable,"Rubber, RSS3",17,17,0.35252305155880737,0.031526044720026056,0.3209970068387813,False,10000,0.021997800219978002,0.031526044720026056,0.7291270872912708,positive,False,0.10998900109989002,False,0.841761977648389,False
oni,observable,"Shrimps, Mexican",16,17,-0.019210180314415334,-0.034934791915668575,0.01572461160125324,False,10000,0.8389161083891611,-0.034934791915668575,0.46365363463653636,negative,True,0.8678442500577528,False,0.6954804519548046,False
oni,observable,Sorghum,15,15,0.14509768098564418,-0.03193125548672669,0.1770289364723709,True,10000,0.043995600439956005,-0.03193125548672669,0.5298470152984701,negative,True,0.18855257331409717,False,0.7529247075292471,False
oni,observable,Soybeans,17,17,0.1683966498819155,-0.013062745295093058,0.18145939517700854,True,10000,0.009799020097990201,-0.013062745295093062,0.7295270472952705,negative,False,0.07349265073492652,False,0.841761977648389,False
oni,observable,"Sugar, world",17,17,0.054812996055187795,0.28368258768383053,-0.22886959162864273,False,10000,0.297970202979702,0.28368258768383053,0.1810818918108189,positive,False,0.5586941305869413,False,0.4178812887941975,False
oni,observable,"Tea, avg 3 auctions",17,17,0.1259841562930212,0.0475662773820916,0.0784178789109296,False,10000,0.25037496250374963,0.0475662773820916,0.31616838316168383,positive,True,0.5365177767937492,False,0.557944205579442,False
oni,observable,"Tobacco, US import u.v.",17,17,-0.013847936136898728,0.05264272621961182,-0.06649066235651055,True,10000,0.0765923407659234,0.05264272621961182,0.0775922407759224,positive,True,0.23127687231276872,False,0.258640802586408,False
oni,observable,Urea,17,17,0.2662095632383248,0.36976630126798965,-0.10355673802966486,False,10000,0.5492450754924507,0.36976630126798976,0.028897110288971104,positive,True,0.6712128787121288,False,0.196980301969803,False
oni,observable,"Wheat, US HRW",17,17,0.12728673128544274,-0.09310301137255576,0.2203897426579985,True,10000,0.0136986301369863,-0.09310301137255576,0.034396560343965606,negative,True,0.0821917808219178,False,0.196980301969803,False
